,Suburb,Address,Rooms,Type,Method,SellerG,Date
26166,Melbourne,906/1 Roy St,2,u,VB,Marshall,28/10/2017
26167,Melbourne,3911/220 Spencer St,2,u,SP,Pagan,28/10/2017
26168,Melbourne,21/449 St Kilda Rd,3,u,S,hockingstuart,28/10/2017
26169,Melton,22 Cassia Rd,3,h,PI,Raine,28/10/2017
26170,Melton South,16 Bennett St,3,h,S,Raine,28/10/2017
26171,Melton South,1 Bligh St,3,h,S,Raine,28/10/2017
26172,Melton South,22 Hume Av,4,h,S,Reliance,28/10/2017
26173,Melton South,34 Manson Dr,3,h,S,hockingstuart,28/10/2017
26174,Melton West,30 Hilton Wy,3,h,S,Ryder,28/10/2017
26175,Melton West,3 Tania Pl,3,h,PI,Ryder,28/10/2017
26176,Mentone,1A Brindisi St,5,h,VB,Buxton,28/10/2017
26177,Mentone,7/3 Childers St,1,u,S,O'Brien,28/10/2017
26178,Mentone,9 Coolabah St,3,h,S,hockingstuart,28/10/2017
26179,Mentone,23 Gainsborough Rd,4,h,S,O'Brien,28/10/2017
26180,Mentone,46 Marina Rd,4,h,S,Buxton,28/10/2017
26181,Mentone,4/46 Plummer Rd,3,u,VB,Hodges,28/10/2017
26182,Mentone,11/81 Warrigal Rd,1,u,SP,Greg,28/10/2017
26183,Mernda,33 Craigmoor Cr,4,h,S,HAR,28/10/2017
26184,Mernda,14 Haig St,4,h,S,Ray,28/10/2017
26185,Mernda,4 Kilburnie Dr,4,h,PI,HAR,28/10/2017
26186,Mernda,25 Leonardo Dr,4,h,S,Stockdale,28/10/2017
26187,Mernda,50 Riverdale Bvd,4,h,S,HAR,28/10/2017
26188,Mickleham,19 Delson Wy,4,h,SP,YPA,28/10/2017
26189,Middle Park,6/267 Beaconsfield Pde,3,u,S,hockingstuart,28/10/2017
26190,Middle Park,71 Canterbury Rd,4,h,S,Marshall,28/10/2017
26191,Middle Park,43 Nimmo St,4,h,PI,Marshall,28/10/2017
26192,Middle Park,57 Park Rd,4,h,S,Greg,28/10/2017
26193,Mill Park,8/45 Ancona Dr,3,t,S,Love,28/10/2017
26194,Mill Park,5 Blamey Av,3,h,S,Love,28/10/2017
26195,Mill Park,12 Bradley Dr,3,h,S,Barry,28/10/2017
26196,Mill Park,1 Buckmaster Dr,5,h,VB,The,28/10/2017
26197,Mill Park,7 Carlita Cl,5,h,S,Barry,28/10/2017
26198,Mill Park,3 Essue Ct,3,h,S,Love,28/10/2017
26199,Mill Park,7 Farnham Cr,4,h,S,Ray,28/10/2017
26200,Mill Park,7 Galilee Cr,4,h,S,Ray,28/10/2017
26201,Mill Park,1 Higgs Av,3,h,S,Millership,28/10/2017
26202,Mill Park,5 Higgs Av,4,h,SP,HAR,28/10/2017
26203,Mill Park,16 Hurlstone Cr,3,h,S,HAR,28/10/2017
26204,Mill Park,98 Pindari Av,4,h,S,Stockdale,28/10/2017
26205,Mill Park,20/2 Stillman Dr,3,u,S,Barry,28/10/2017
26206,Mill Park,2 Viewbank Pl,4,h,S,RW,28/10/2017
26207,Mitcham,62 Brunswick Rd,3,h,PI,Noel,28/10/2017
26208,Mitcham,1/37 Carween Av,3,u,S,Noel,28/10/2017
26209,Mitcham,2/8 Coppin Cl,2,u,S,Philip,28/10/2017
26210,Mitcham,20 Harrison St,16,h,S,Buxton,28/10/2017
26211,Mitcham,506 Mitcham Rd,3,h,S,Fletchers,28/10/2017
26212,Mitcham,3 Nara Rd,5,h,PI,Noel,28/10/2017
26213,Mitcham,3/13 Premier Av,3,t,S,Barry,28/10/2017
26214,Mont Albert,2 Beresford St,5,h,S,hockingstuart,28/10/2017
26215,Mont Albert,4 Harriett Cr,3,h,S,Jellis,28/10/2017
26216,Mont Albert,8/17 Wolseley Cl,2,u,VB,Jellis,28/10/2017
26217,Montmorency,1/16 Calrossie Av,3,h,S,Morrison,28/10/2017
26218,Montmorency,2/19 Calrossie Av,3,h,PI,Jellis,28/10/2017
26219,Montmorency,3/96 Para Rd,3,u,S,Jellis,28/10/2017
26220,Montmorency,11 Ryrie Ct,4,h,S,Morrison,28/10/2017
26221,Montmorency,20 Station Rd,3,h,S,Jellis,28/10/2017
26222,Moonee Ponds,1/14 Ardmillan Rd,2,u,S,Brad,28/10/2017
26223,Moonee Ponds,4 Eglinton St,3,h,S,Avion,28/10/2017
26224,Moorabbin,28 Fiddes St,4,h,S,Buxton,28/10/2017
26225,Moorabbin,28 Franklin St,3,h,S,Jellis,28/10/2017
26226,Moorabbin,14 Grandview Gr,3,h,S,Buxton,28/10/2017
26227,Moorabbin,42 Grandview Gr,4,h,S,Charlton,28/10/2017
26228,Mooroolbark,2 Darnley Wy,4,h,VB,Fletchers,28/10/2017
26229,Mooroolbark,6 Esther Cr,3,h,PI,McGrath,28/10/2017
26230,Mooroolbark,74 Partridge Wy,5,h,S,Jellis,28/10/2017
26231,Mooroolbark,90 Partridge Wy,4,h,SP,Fletchers,28/10/2017
26232,Mooroolbark,10 Woodville Rd,3,h,VB,Fletchers,28/10/2017
26233,Mordialloc,3/3 Albert St,3,t,S,Hodges,28/10/2017
26234,Mordialloc,85C Chute St,3,t,S,O'Brien,28/10/2017
26235,Mordialloc,9 Verbena St,3,h,S,Thomson,28/10/2017
26236,Mordialloc,9 Waratah Av,4,h,PI,O'Brien,28/10/2017
26237,Mount Waverley,40 Catherine Av,3,h,S,Harcourts,28/10/2017
26238,Mount Waverley,2/5 Dorgan St,2,h,S,Harcourts,28/10/2017
26239,Mount Waverley,15 Gross Ct,5,h,S,McGrath,28/10/2017
26240,Mount Waverley,364 Highbury Rd,5,h,PI,Jellis,28/10/2017
26241,Mount Waverley,70 Leeds Rd,4,h,S,RW,28/10/2017
26242,Mount Waverley,3 Pall Mall,3,h,PI,Buxton,28/10/2017
26243,Mount Waverley,1 Pascall St,4,h,S,Noel,28/10/2017
26244,Mulgrave,8 Lotus Cr,4,h,S,Barry,28/10/2017
26245,Mulgrave,27 Newport Dr,3,h,S,Win,28/10/2017
26246,Murrumbeena,319 Murrumbeena Rd,3,t,S,Jellis,28/10/2017
26247,Murrumbeena,5/5 Murrumbeena Rd,2,u,PI,Jellis,28/10/2017
26248,Murrumbeena,23 Swan Rd,3,h,S,Buxton,28/10/2017
26249,Murrumbeena,15 Winston Wy,3,h,SP,Woodards,28/10/2017
26250,Narre Warren,1/13 Nandina Rd,3,u,S,FN,28/10/2017
26251,Newport,299 Douglas Pde,3,h,PI,Raine,28/10/2017
26252,Newport,19 Hobson St,3,h,S,McGrath,28/10/2017
26253,Newport,44A Maddox Rd,3,h,SP,RT,28/10/2017
26254,Newport,105 Mason St,4,h,VB,Greg,28/10/2017
26255,Niddrie,46 Muriel St,3,h,PI,Nelson,28/10/2017
26256,Niddrie,59 Nolan St,4,t,S,Barry,28/10/2017
26257,Noble Park,1/19 Agnes St,3,t,PN,iSell,28/10/2017
26258,Noble Park,8 Birrong Av,3,h,SN,C21,28/10/2017
26259,Noble Park,17 Bowmore Rd,3,h,S,Harcourts,28/10/2017
26260,Noble Park,4 Causon Ct,3,h,S,McLennan,28/10/2017
26261,Noble Park,55 Gatcum Ct,3,h,S,Barry,28/10/2017
26262,North Melbourne,7 Haines St,3,h,VB,Jellis,28/10/2017
26263,North Melbourne,12/70 Oshanassy St,2,u,S,Jellis,28/10/2017
26264,North Warrandyte,11 Valias St,2,h,S,Gardiner,28/10/2017
26265,Northcote,62 Andrew St,3,h,SP,Jellis,28/10/2017
26266,Northcote,2/105 Arthurton Rd,2,t,S,Jellis,28/10/2017
26267,Northcote,3/105 Arthurton Rd,2,t,S,Jellis,28/10/2017
26268,Northcote,67 Arthurton Rd,2,h,S,Nelson,28/10/2017
26269,Northcote,16B Balgonie Pl,3,h,PI,Love,28/10/2017
26270,Northcote,2 Balgonie Pl,2,h,PI,Domain,28/10/2017
26271,Northcote,195 Bastings St,4,h,S,Jellis,28/10/2017
26272,Northcote,112 Hawthorn Rd,3,h,VB,Jellis,28/10/2017
26273,Northcote,3 Oamaru St,4,h,S,Jellis,28/10/2017
26274,Northcote,197 Separation St,3,h,VB,Nelson,28/10/2017
26275,Northcote,3 Thames St,4,h,S,Jellis,28/10/2017
26276,Northcote,9/9 Walker St,1,u,SP,Nelson,28/10/2017
26277,Northcote,7 Wilmoth St,5,h,S,McGrath,28/10/2017
26278,Nunawading,121 Esdale St,3,h,S,Fletchers,28/10/2017
26279,Nunawading,5 MacEdon Ct,3,h,S,Fletchers,28/10/2017
26280,Nunawading,21 Nicholson St,4,h,S,Philip,28/10/2017
26281,Oak Park,2/35 Cartwright St,3,u,PI,Brad,28/10/2017
26282,Oakleigh,54 Haughton Rd,4,h,S,Gary,28/10/2017
26283,Oakleigh East,15 MacRina St,5,h,PI,Barry,28/10/2017
26284,Oakleigh East,1/49 MacRina St,4,t,S,Buxton,28/10/2017
26285,Oakleigh South,4 Angus Ct,4,h,S,Ray,28/10/2017
26286,Oakleigh South,15 Barkers St,3,h,S,Buxton,28/10/2017
26287,Ormond,9b Bewdley St,4,t,VB,Jellis,28/10/2017
26288,Ormond,2/20 Foch St,3,u,S,Jellis,28/10/2017
26289,Ormond,57 Malane St,4,h,S,Buxton,28/10/2017
26290,Ormond,29 Murray Rd,3,h,S,Buxton,28/10/2017
26291,Ormond,4/4 Ulupna Rd,3,u,PI,Gary,28/10/2017
26292,Pakenham,9 Colonial Wy,5,h,S,FN,28/10/2017
26293,Parkdale,37 Bethell Av,4,h,S,Buxton,28/10/2017
26294,Parkdale,2/32 Elliot St,2,t,S,Buxton,28/10/2017
26295,Parkdale,6 Elm Gr,3,h,S,hockingstuart,28/10/2017
26296,Parkdale,42B Evan St,2,t,S,Hodges,28/10/2017
26297,Parkdale,1 Greenways Ct,4,h,VB,Hodges,28/10/2017
26298,Parkdale,1 Keith St,3,h,S,Hodges,28/10/2017
26299,Parkdale,2/8 Margaret St,3,t,PI,Barry,28/10/2017
26300,Parkdale,3/26 Olive Gr,2,u,S,Buxton,28/10/2017
26301,Parkdale,8 Stewart Av,4,h,VB,Buxton,28/10/2017
26302,Parkville,2/85 Manningham St,4,h,PI,Woodards,28/10/2017
26303,Pascoe Vale,3/2 Colorado St,3,u,S,Nelson,28/10/2017
26304,Pascoe Vale,1/210 Cumberland Rd,3,h,PI,Ray,28/10/2017
26305,Pascoe Vale,1/160 Derby St,3,t,SP,hockingstuart,28/10/2017
26306,Pascoe Vale,69 Derby St,4,h,S,Brad,28/10/2017
26307,Pascoe Vale,2/71 Kent Rd,3,t,S,Nelson,28/10/2017
26308,Pascoe Vale,5/48 Railway Pde,3,t,S,Brad,28/10/2017
26309,Pascoe Vale,3 Shedden St,4,h,PI,Nelson,28/10/2017
26310,Patterson Lakes,62 Kurrawa Cr,3,h,S,Ray,28/10/2017
26311,Point Cook,52 Alamanda Bvd,4,h,S,MICM,28/10/2017
26312,Point Cook,44 Brownlow Dr,4,h,S,hockingstuart,28/10/2017
26313,Point Cook,18 Corboy Cl,3,h,S,hockingstuart,28/10/2017
26314,Point Cook,13 Emily Cr,3,h,S,hockingstuart,28/10/2017
26315,Point Cook,29 Emily Cr,3,h,SP,Point,28/10/2017
26316,Point Cook,34 Featherbrook Dr,4,h,S,hockingstuart,28/10/2017
26317,Point Cook,13 Kingsley Av,4,h,S,LJ,28/10/2017
26318,Point Cook,46 Ladybird Cr,4,h,S,hockingstuart,28/10/2017
26319,Point Cook,19 Tobago Av,3,h,S,hockingstuart,28/10/2017
26320,Point Cook,59 Victorking Dr,3,h,S,hockingstuart,28/10/2017
26321,Port Melbourne,504/88 Beach St,3,u,SP,Biggin,28/10/2017
26322,Port Melbourne,1 Coogee Pl,3,h,S,Biggin,28/10/2017
26323,Port Melbourne,10 Crichton Av,3,h,SP,Buxton,28/10/2017
26324,Port Melbourne,87 Cruikshank St,3,h,S,Marshall,28/10/2017
26325,Port Melbourne,168 Dow St,5,h,SN,Chisholm,28/10/2017
26326,Port Melbourne,223 Esplanade Pl,3,h,S,Marshall,28/10/2017
26327,Port Melbourne,14/1 Graham St,1,u,S,Chisholm,28/10/2017
26328,Port Melbourne,15/6 Graham St,2,u,SP,Buxton,28/10/2017
26329,Port Melbourne,11 Heath St,2,h,S,Greg,28/10/2017
26330,Port Melbourne,6/53 Johnston St,2,u,SP,Buxton,28/10/2017
26331,Port Melbourne,220 Nott St,3,h,S,Marshall,28/10/2017
26332,Port Melbourne,349 Princes St,2,h,VB,Greg,28/10/2017
26333,Port Melbourne,4/3 Seisman Pl,1,u,S,Marshall,28/10/2017
26334,Port Melbourne,58/3 Seisman Pl,1,u,SA,Barry,28/10/2017
26335,Port Melbourne,2/74 Stokes St,1,u,SP,Cayzer,28/10/2017
26336,Prahran,30 Chatsworth Rd,3,h,S,Jellis,28/10/2017
26337,Prahran,9 Harvey St,2,h,PI,Marshall,28/10/2017
26338,Prahran,6/330 High St,1,u,SP,hockingstuart,28/10/2017
26339,Prahran,40 Irving Av,2,h,S,hockingstuart,28/10/2017
26340,Prahran,17 Larnook St,4,h,PI,Purplebricks,28/10/2017
26341,Prahran,5/5 Lewisham Rd,1,u,S,hockingstuart,28/10/2017
26342,Prahran,1/30 Williams Rd,1,u,S,hockingstuart,28/10/2017
26343,Preston,148 Albert St,3,h,S,Stockdale,28/10/2017
26344,Preston,30 Beauchamp St,4,h,S,Nelson,28/10/2017
26345,Preston,10 Devon St,4,h,S,Harcourts,28/10/2017
26346,Preston,27 Grange St,2,h,SA,Benchmark,28/10/2017
26347,Preston,2/4 Josephine Gr,3,h,PI,Woodards,28/10/2017
26348,Preston,648 Plenty Rd,2,h,SP,Love,28/10/2017
26349,Preston,57 Robeson St,3,h,S,Nelson,28/10/2017
26350,Preston,136B Tyler St,3,h,SN,Love,28/10/2017
26351,Preston,16/24 Tyler St,3,u,PI,hockingstuart,28/10/2017
26352,Preston,24a Tynan St,3,t,PI,Nelson,28/10/2017
26353,Preston,268 Wood St,4,h,S,Nelson,28/10/2017
26354,Princes Hill,2 Bowen Cr,4,h,S,Nelson,28/10/2017
26355,Princes Hill,201 McIlwraith St,3,h,VB,Nelson,28/10/2017
26356,Princes Hill,336 Pigdon St,2,h,S,Woodards,28/10/2017
26357,Princes Hill,209 Richardson St,2,h,S,Collins,28/10/2017
26358,Research,3/10 Ingrams Rd,3,u,S,Fletchers,28/10/2017
26359,Research,15 Valley Rd,3,h,S,Jellis,28/10/2017
26360,Reservoir,19 Bartrop St,4,h,S,Nelson,28/10/2017
26361,Reservoir,1/38 Bartrop St,3,t,PI,Melbourne,28/10/2017
26362,Reservoir,60 Carrington Rd,3,h,S,Nelson,28/10/2017
26363,Reservoir,1/54 Cheddar Rd,3,t,VB,Nelson,28/10/2017
26364,Reservoir,3/5 Dunolly Cr,2,t,S,Love,28/10/2017
26365,Reservoir,2/5 Haig St,2,h,S,Nelson,28/10/2017
26366,Reservoir,2/46 Howard St,2,h,S,Haughton,28/10/2017
26367,Reservoir,8 Jeffrey St,4,h,S,Barry,28/10/2017
26368,Reservoir,3 Joan Ct,3,h,S,Ray,28/10/2017
26369,Reservoir,124 Leamington St,4,h,S,Harcourts,28/10/2017
26370,Reservoir,10 Manoel Av,4,h,PI,Ray,28/10/2017
26371,Reservoir,21 Marchant Av,3,h,S,Barry,28/10/2017
26372,Reservoir,14 Ramleh Rd,3,h,PI,The,28/10/2017
26373,Reservoir,17 Ramleh Rd,3,h,PI,Ray,28/10/2017
26374,Reservoir,1/100 Rathcown Rd,3,t,S,HAR,28/10/2017
26375,Reservoir,22 Rubicon St,3,h,S,RW,28/10/2017
26376,Reservoir,3/14 Suffolk St,2,u,PI,Morrison,28/10/2017
26377,Reservoir,42B Whitelaw St,3,t,S,HAR,28/10/2017
26378,Reservoir,78 Wilson Bvd,4,h,S,Barry,28/10/2017
26379,Richmond,2b Hodgson Tce,2,h,VB,Jellis,28/10/2017
26380,Richmond,11 Judd St,2,h,SP,Biggin,28/10/2017
26381,Richmond,56 Lincoln St,3,h,S,Collins,28/10/2017
26382,Richmond,402/2 McGoun St,1,u,PI,Peter,28/10/2017
26383,Richmond,3/69 Palmer St,2,u,S,hockingstuart,28/10/2017
26384,Richmond,8 Stanley St,3,h,VB,Jellis,28/10/2017
26385,Ringwood,10 Lauriston Ct,4,h,S,Carter,28/10/2017
26386,Ringwood,25 Sonia St,4,h,PI,Philip,28/10/2017
26387,Ringwood,51 Thomas St,5,h,PI,Barry,28/10/2017
26388,Ringwood,8 Wantirna Rd,3,h,S,Fletchers,28/10/2017
26389,Ringwood,1/66 Warrandyte Rd,2,h,S,Carter,28/10/2017
26390,Ringwood East,71A Dublin Rd,3,h,S,Philip,28/10/2017
26391,Ringwood East,1/9 Freeman St,3,h,SP,Barry,28/10/2017
26392,Ringwood East,7 Miller Gr,3,h,S,iTRAK,28/10/2017
26393,Rosanna,7 Leura Av,3,h,VB,Miles,28/10/2017
26394,Rosanna,7 Longview Pde,3,h,VB,Nelson,28/10/2017
26395,Rosanna,29 Millicent St,3,h,S,Miles,28/10/2017
26396,Rowville,12 Fowler Rd,4,h,PI,Barry,28/10/2017
26397,Roxburgh Park,14 Esla Dr,4,h,W,FN,28/10/2017
26398,Roxburgh Park,56 Kennedy Pde,3,h,S,Ray,28/10/2017
26399,Roxburgh Park,10 Manton Pl,4,h,S,Raine,28/10/2017
26400,Roxburgh Park,28 Saunders Ct,3,h,S,Raine,28/10/2017
26401,Roxburgh Park,5 Thomas St,7,h,S,RW,28/10/2017
26402,Sandhurst,7 Nolan Ct,5,h,SP,McLennan,28/10/2017
26403,Sandringham,55 Abbott St,4,h,PI,Marshall,28/10/2017
26404,Sandringham,2/17 Gladstone St,3,u,S,RT,28/10/2017
26405,Sandringham,35 Gladstone St,4,h,VB,Buxton,28/10/2017
26406,Sandringham,4 Keats St,4,h,SP,hockingstuart,28/10/2017
26407,Sandringham,5/55 Royal Av,3,u,S,hockingstuart,28/10/2017
26408,Sandringham,68 Sandringham Rd,3,h,PI,Buxton,28/10/2017
26409,Sandringham,31 Tennyson St,3,h,S,Buxton,28/10/2017
26410,Sandringham,2/87 Vincent St,3,t,S,Buxton,28/10/2017
26411,Seaford,25 Fellowes St,3,h,SN,Barry,28/10/2017
26412,Seaford,27 Fellowes St,3,h,SN,Barry,28/10/2017
26413,Seddon,118 Albert St,3,h,VB,Village,28/10/2017
26414,Seddon,34 Hotham St,2,h,S,Fletchers,28/10/2017
26415,South Kingsville,50 Greene St,3,h,SP,Village,28/10/2017
26416,South Melbourne,366 Albert Rd,3,h,SP,Marshall,28/10/2017
26417,South Melbourne,603/148 Wells St,3,u,S,Greg,28/10/2017
26418,South Morang,2 Bethany Ct,3,h,S,Millership,28/10/2017
26419,South Morang,3 Kumara Cct,4,h,S,Millership,28/10/2017
26420,South Morang,18/3 Old Plenty Rd,3,u,S,HAR,28/10/2017
26421,South Morang,5 Snapdragon St,3,h,S,HAR,28/10/2017
26422,South Morang,12 The Terrace,4,h,PI,HAR,28/10/2017
26423,South Yarra,25A Albion St,3,h,VB,Marshall,28/10/2017
26424,South Yarra,24B Argo St,2,h,S,hockingstuart,28/10/2017
26425,South Yarra,3/50 Arthur St,3,h,VB,hockingstuart,28/10/2017
26426,South Yarra,4/23 Avoca St,1,u,VB,Hodges,28/10/2017
26427,South Yarra,6/55 Caroline St,1,u,S,Williams,28/10/2017
26428,South Yarra,28 Clara St,3,h,SP,Jellis,28/10/2017
26429,South Yarra,2/17 Como Av,3,t,S,RT,28/10/2017
26430,South Yarra,30 Darling St,7,h,VB,Kay,28/10/2017
26431,South Yarra,53 Leopold St,2,h,PI,Marshall,28/10/2017
26432,South Yarra,32 Nicholson St,3,h,S,Jellis,28/10/2017
26433,South Yarra,6/813 Punt Rd,1,u,S,hockingstuart,28/10/2017
26434,South Yarra,90 River St,3,h,SP,Marshall,28/10/2017
26435,South Yarra,2/37 Rockley Rd,2,u,S,Jellis,28/10/2017
26436,South Yarra,34 Tyrone St,2,h,S,hockingstuart,28/10/2017
26437,South Yarra,14/219 Williams Rd,1,u,VB,Greg,28/10/2017
26438,Spotswood,162 Hudsons Rd,4,h,SP,hockingstuart,28/10/2017
26439,Spotswood,204/88 Hudsons Rd,1,h,SP,hockingstuart,28/10/2017
26440,Springvale,2 Dickie Ct,3,h,SN,Woodards,28/10/2017
26441,Springvale,61 Grace St,3,h,PI,LJ,28/10/2017
26442,Springvale,59 Victoria Ct,3,h,S,iSell,28/10/2017
26443,Springvale South,1/48 MacKay St,2,u,SP,Le,28/10/2017
26444,St Albans,25 Anna St,3,h,PI,Sweeney,28/10/2017
26445,St Albans,54 Clarke Av,2,h,SP,Sweeney,28/10/2017
26446,St Albans,6 Emily St,3,h,S,Barry,28/10/2017
26447,St Albans,100 George St,3,h,S,Barry,28/10/2017
26448,St Albans,98 George St,4,h,S,Barry,28/10/2017
26449,St Albans,1/39 Glendenning St,3,u,PI,YPA,28/10/2017
26450,St Albans,36 Grace St,3,h,S,Barry,28/10/2017
26451,St Albans,1/27 Grant St,3,u,S,Nelson,28/10/2017
26452,St Albans,61 Stradbroke Dr,3,h,PI,Homes,28/10/2017
26453,St Kilda,6/220 Barkly St,2,u,S,McGrath,28/10/2017
26454,St Kilda,3/88 Barkly St,2,u,S,hockingstuart,28/10/2017
26455,St Kilda,6/11 Burnett St,1,u,SP,Wilson,28/10/2017
26456,St Kilda,1/15 Burnett St,2,u,S,Wilson,28/10/2017
26457,St Kilda,22 Charles St,4,h,SP,Buxton,28/10/2017
26458,St Kilda,58 Octavia St,3,h,VB,The,28/10/2017
26459,St Kilda,6/5 Robertson Av,2,u,S,Hodges,28/10/2017
26460,Strathmore,6 Balmanno Cr,4,h,S,Hodges,28/10/2017
26461,Strathmore,52a Carnarvon Rd,4,h,S,Nelson,28/10/2017
26462,Strathmore,42A Dublin Av,4,h,SP,Considine,28/10/2017
26463,Strathmore,32A Hillsyde Pde,4,h,S,Nelson,28/10/2017
26464,Strathmore,18 Houston Av,4,h,S,Nelson,28/10/2017
26465,Strathmore,43A Lebanon St,3,h,S,Considine,28/10/2017
26466,Strathmore,3/17 Mascoma St,2,u,S,Nelson,28/10/2017
26467,Sunbury,3 Baggygreen St,3,h,S,Brad,28/10/2017
26468,Sunbury,6 Fairbairn Gr,4,h,S,Raine,28/10/2017
26469,Sunbury,5 Fenchurch St,4,h,S,Leading,28/10/2017
26470,Sunbury,3 Ferris St,3,h,S,YPA,28/10/2017
26471,Sunbury,14 Gowrie Ct,3,h,S,YPA,28/10/2017
26472,Sunbury,14 Hogan St,4,h,S,Raine,28/10/2017
26473,Sunshine,13 Centre St,3,h,S,Douglas,28/10/2017
26474,Sunshine,25 McIntosh St,3,h,S,Bells,28/10/2017
26475,Sunshine,10 McKay St,4,h,SP,Jas,28/10/2017
26476,Sunshine,5 Thomson St,3,h,S,GL,28/10/2017
26477,Sunshine,34 Union St,3,h,S,GL,28/10/2017
26478,Sunshine West,66 Bardsley St,3,h,S,Bells,28/10/2017
26479,Sunshine West,1 Diana Dr,3,h,S,Jellis,28/10/2017
26480,Sunshine West,57 Murray St,3,h,SP,hockingstuart,28/10/2017
26481,Sunshine West,1/40 Nicholson Pde,4,h,SP,Gellibrand,28/10/2017
26482,Surrey Hills,20 Balmoral Cr,4,h,S,Fletchers,28/10/2017
26483,Surrey Hills,2 Elwood St,5,h,VB,Jellis,28/10/2017
26484,Surrey Hills,8 Empress Rd,4,h,VB,Jellis,28/10/2017
26485,Surrey Hills,68 Guildford Rd,5,h,VB,Marshall,28/10/2017
26486,Surrey Hills,4/44 Kingston Rd,2,u,S,Fletchers,28/10/2017
26487,Surrey Hills,9A Langford St,3,h,S,Fletchers,28/10/2017
26488,Surrey Hills,8 Middlesex Rd,5,h,S,Marshall,28/10/2017
26489,Surrey Hills,96 Middlesex Rd,4,h,S,Marshall,28/10/2017
26490,Surrey Hills,21 Park Rd,4,h,SP,Jellis,28/10/2017
26491,Surrey Hills,2/3 Payne St,2,h,S,Jellis,28/10/2017
26492,Surrey Hills,7 Sythney Ct,4,h,S,Jellis,28/10/2017
26493,Surrey Hills,180 Union Rd,5,h,SP,Jellis,28/10/2017
26494,Surrey Hills,74 Union Rd,4,h,S,Noel,28/10/2017
26495,Surrey Hills,3/51 Wandsworth Rd,3,h,S,Marshall,28/10/2017
26496,Surrey Hills,1/23 Warrigal Rd,2,u,S,Noel,28/10/2017
26497,Sydenham,73 Roseleigh Bvd,5,h,S,Barry,28/10/2017
26498,Sydenham,13 The Esplanade,2,t,S,Prof.,28/10/2017
26499,Tarneit,10 Grassdart St,3,h,SP,Triwest,28/10/2017
26500,Tarneit,7/83 Inverell Pky,2,h,PI,hockingstuart,28/10/2017
26501,Taylors Hill,9 Glenelg Bvd,4,h,PI,Sweeney,28/10/2017
26502,Taylors Hill,6 Kirribilli Bvd,3,h,S,YPA,28/10/2017
26503,Taylors Hill,9 Lucas Tce,3,h,S,Barry,28/10/2017
26504,Taylors Hill,18 Shearwater Ct,4,h,S,Barry,28/10/2017
26505,Taylors Hill,10 York Cl,4,h,S,HAR,28/10/2017
26506,Templestowe,5 Aloha Gdns,4,h,VB,Jellis,28/10/2017
26507,Templestowe,1/66 Anderson St,4,h,S,Barry,28/10/2017
26508,Templestowe,2/66 Anderson St,4,t,S,Woodards,28/10/2017
26509,Templestowe,15 Helmsdale Rt,4,h,VB,Jellis,28/10/2017
26510,Templestowe,32 Hillhouse Rd,4,h,VB,Purplebricks,28/10/2017
26511,Templestowe,2 Kolor Wy,4,h,S,Jellis,28/10/2017
26512,Templestowe,31 Lawanna Dr,4,h,PI,Barry,28/10/2017
26513,Templestowe,13 The Grange,4,h,S,Jellis,28/10/2017
26514,Templestowe,2 Wallmah Cl,4,h,VB,Barry,28/10/2017
26515,Templestowe Lower,3H Ashford St,3,h,S,Fletchers,28/10/2017
26516,Templestowe Lower,8 Chatsworth Qd,3,h,S,Darren,28/10/2017
26517,Templestowe Lower,26 Gertrude St,4,h,S,Barry,28/10/2017
26518,Templestowe Lower,2 Ians Gr,4,h,PI,Barry,28/10/2017
26519,Templestowe Lower,20 Olympus Dr,3,h,S,Jellis,28/10/2017
26520,Templestowe Lower,7 Sassafras Dr,6,h,S,Jellis,28/10/2017
26521,Templestowe Lower,4 Sylvia St,4,h,PI,Ray,28/10/2017
26522,Thomastown,25 Carrington Bvd,3,h,S,Love,28/10/2017
26523,Thomastown,168 Edgars Rd,3,h,S,Love,28/10/2017
26524,Thomastown,22/20 Spring St,2,u,S,HAR,28/10/2017
26525,Thomastown,14 Uplands Pl,3,h,PI,Love,28/10/2017
26526,Thornbury,15 Alston St,2,h,S,Nelson,28/10/2017
26527,Thornbury,4/99 Ballantyne St,1,u,S,McGrath,28/10/2017
26528,Thornbury,219a Gooch St,2,t,SP,McGrath,28/10/2017
26529,Thornbury,275A Gooch St,3,h,S,Nelson,28/10/2017
26530,Thornbury,182 Normanby Av,2,h,SP,Woodards,28/10/2017
26531,Toorak,2 Blackfriars Cl,3,h,SN,Shape,28/10/2017
26532,Toorak,22 Carters Av,3,t,PI,Jellis,28/10/2017
26533,Toorak,7 Lisbuoy Ct,5,h,SN,RT,28/10/2017
26534,Toorak,26 Ross St,3,h,S,Marshall,28/10/2017
26535,Toorak,13/21 Tintern Av,2,u,VB,Marshall,28/10/2017
26536,Toorak,17 Toorak Av,4,h,S,Marshall,28/10/2017
26537,Toorak,3/669 Toorak Rd,3,u,VB,Sotheby's,28/10/2017
26538,Tullamarine,1/15 Banksia Gr,3,t,PI,Considine,28/10/2017
26539,Tullamarine,3/49 Waratah Av,3,u,S,YPA,28/10/2017
26540,Vermont,19 Adele St,3,h,VB,Noel,28/10/2017
26541,Vermont,1 Batman Ct,4,h,SN,Harcourts,28/10/2017
